Model,Training Time,Evaluate Time,Accuracy,Precision,Recall,F1 Score,AUC,Sensitivity,Specificity
Data2Vec,7577.769493103027,1184.8547549247742,0.25460348637368035,0.06482293527363282,0.25460348637368035,0.10333613126008083,0.5004316231524892,0.25,
