Model,Training Time,Evaluate Time,Accuracy,Precision,Recall,F1 Score,AUC,Sensitivity,Specificity
WavLM,20295.039029836655,1504.2192237377167,0.3699975448072674,0.20271884141763546,0.3699975448072674,0.24987528816724414,0.6406501375677129,0.3744212369286745,
